tgl,ot,lat,lon,depth,mag,remark
1/1/2018,22.48.13,-0.01,122.55,158,2.4,Minahassa Peninsula - Sulawesi
1/1/2018,22.28.09,-0.2,125.41,10,3.3,Southern Molucca Sea
1/1/2018,18.32.23,-8.3,123.53,10,2.9,Flores Region - Indonesia
1/1/2018,17.46.55,1.01,132.52,10,3.3,Irian Jaya Region - Indonesia
1/1/2018,17.38.34,0.27,121.83,170,2.6,Minahassa Peninsula - Sulawesi
1/1/2018,16.32.39,-8.49,121.3,181,4.5,Flores Region - Indonesia
1/1/2018,16.25.36,-7.96,116.84,288,4.5,Bali Sea
1/1/2018,16.16.03,-9.82,124.25,10,3.1,Timor Region
1/1/2018,16.05.55,-7.66,119.28,19,3.5,Flores Sea
1/1/2018,15.55.24,-9.48,118.11,22,3.1,Sumbawa Region - Indonesia
1/1/2018,10.40.24,-6.9,106.83,10,3.3,Java - Indonesia
1/1/2018,09.17.58,-3.51,119.1,22,2.5,Sulawesi - Indonesia
1/1/2018,09.04.34,-0.28,125.35,10,4,Southern Molucca Sea
1/1/2018,09.03.10,-0.72,131.12,17,2.5,Irian Jaya Region - Indonesia
1/1/2018,07.48.02,0.59,122.34,61,1.7,Minahassa Peninsula - Sulawesi
1/1/2018,07.32.00,-0.23,122.94,12,2.7,Minahassa Peninsula - Sulawesi
1/1/2018,07.26.02,-4.41,102.14,43,4.8,Southern Sumatra - Indonesia
1/1/2018,06.22.42,-6.46,101.7,10,4.9,Southwest of Sumatra - Indonesia
1/1/2018,05.22.39,0.19,121.95,155,2.4,Minahassa Peninsula - Sulawesi
1/1/2018,04.59.02,2.31,97.06,59,2.9,Northern Sumatra - Indonesia
1/1/2018,04.30.53,-0.24,123.07,63,2.3,Minahassa Peninsula - Sulawesi
1/1/2018,03.32.14,-3.24,128.84,10,3.5,Seram - Indonesia
1/1/2018,03.24.54,-6.11,130.34,157,4.3,Banda Sea
1/1/2018,03.07.10,1.42,122.04,17,1.9,Minahassa Peninsula - Sulawesi
1/1/2018,03.03.26,-9.42,117.9,24,2.4,Sumbawa Region - Indonesia
1/1/2018,02.47.54,-1.4,120.47,10,2.4,Sulawesi - Indonesia
1/1/2018,00.52.33,-0.33,123.73,112,5.1,Minahassa Peninsula - Sulawesi
1/2/2018,23.35.04,-3.02,127.74,57,3.1,Seram - Indonesia
1/2/2018,23.24.28,-5.27,104.51,82,3.1,Southern Sumatra - Indonesia
1/2/2018,21.14.17,-7.61,128.4,12,4.3,Banda Sea
1/2/2018,20.58.34,-7.02,107.77,295,2.7,Java - Indonesia
1/2/2018,20.47.28,-0.15,123.55,12,2.5,Minahassa Peninsula - Sulawesi
1/2/2018,20.30.51,0.74,120.3,12,3,Minahassa Peninsula - Sulawesi
1/2/2018,17.47.12,-0.02,123.52,120,4.5,Minahassa Peninsula - Sulawesi
1/2/2018,17.33.08,-2.93,127.78,28,3.7,Ceram Sea
1/2/2018,15.33.09,-8.29,115.5,11,2.4,Bali Region - Indonesia
1/2/2018,14.40.32,2.34,98.93,129,3.4,Northern Sumatra - Indonesia
1/2/2018,13.44.38,-8.68,118.36,106,3.3,Sumbawa Region - Indonesia
1/2/2018,13.23.46,-8.74,118.35,92,2.9,Sumbawa Region - Indonesia
1/2/2018,11.54.33,-6.52,129.86,172,4.2,Banda Sea
1/2/2018,09.53.01,3.72,126.58,12,3.7,Talaud Islands - Indonesia
1/2/2018,09.50.56,-9.32,122.43,14,2.8,Savu Sea
1/2/2018,07.11.57,1.4,99.7,185,4.3,Northern Sumatra - Indonesia
1/2/2018,06.46.06,0.29,122.48,12,2.8,Minahassa Peninsula - Sulawesi
1/2/2018,03.52.52,-9.98,124.96,18,3,Timor Region
1/2/2018,02.27.03,4.56,124.45,10,3.5,Celebes Sea
1/2/2018,02.21.30,-8.29,119.99,172,3.9,Flores Region - Indonesia
1/2/2018,01.47.45,-7.31,128.29,196,4.1,Banda Sea
1/2/2018,01.40.50,-9.62,115.48,17,3.1,South of Bali - Indonesia
1/3/2018,23.33.26,-3.45,135.46,83,4.5,Irian Jaya Region - Indonesia
1/3/2018,22.41.43,3.73,126.7,29,4.3,Talaud Islands - Indonesia
1/3/2018,21.15.13,-0.1,124.58,23,4.1,Southern Molucca Sea
1/3/2018,18.40.33,0.38,121.74,90,2.4,Minahassa Peninsula - Sulawesi
1/3/2018,17.41.03,-10.36,109.91,21,4.4,South of Java - Indonesia
1/3/2018,16.28.32,-6.35,128.11,255,3.5,Banda Sea
1/3/2018,15.40.56,-5.93,104.67,41,3.2,Southern Sumatra - Indonesia
1/3/2018,14.59.13,-2.39,121.06,10,2.9,Sulawesi - Indonesia
1/3/2018,14.46.16,-5.69,103.45,41,4.3,Southern Sumatra - Indonesia
1/3/2018,13.12.48,3.93,126.64,10,3.9,Talaud Islands - Indonesia
1/3/2018,11.44.30,0.26,122.48,10,2.1,Minahassa Peninsula - Sulawesi
1/3/2018,11.13.00,-7.84,118.97,22,3.4,Flores Sea
1/3/2018,10.56.32,-8.73,110.27,27,3.2,Java - Indonesia
1/3/2018,10.36.13,-9.37,115.32,33,2.7,South of Bali - Indonesia
1/3/2018,10.23.31,1.15,121.77,13,1.9,Minahassa Peninsula - Sulawesi
1/3/2018,09.39.20,4.49,127,10,4.5,Talaud Islands - Indonesia
1/3/2018,06.14.09,-8.88,116.89,10,2.3,Sumbawa Region - Indonesia
1/3/2018,05.16.20,-8.89,116.87,10,3.6,Sumbawa Region - Indonesia
1/3/2018,04.25.53,-9.39,118.64,19,2.6,Sumbawa Region - Indonesia
1/3/2018,04.22.25,-7.9,119.27,139,3.4,Flores Sea
1/3/2018,03.52.39,-8.28,110.6,25,3.3,Java - Indonesia
1/3/2018,03.49.08,-7.36,106.84,110,3.3,Java - Indonesia
1/3/2018,03.45.45,0.34,121.88,188,2.5,Minahassa Peninsula - Sulawesi
1/3/2018,03.37.10,1.45,124.61,29,3.6,Minahassa Peninsula - Sulawesi
1/3/2018,03.31.32,-8.88,124,12,2.6,Flores Region - Indonesia
1/3/2018,02.48.00,-3.22,128.16,14,3.2,Seram - Indonesia
1/3/2018,02.36.09,-0.72,131.45,14,2.8,Irian Jaya Region - Indonesia
1/3/2018,01.58.41,-9.96,116.59,10,3.6,Sumbawa Region - Indonesia
1/3/2018,01.38.34,2.36,127.24,16,3.8,Northern Molucca Sea
1/3/2018,01.15.10,-7.47,106.66,36,2.8,Java - Indonesia
1/3/2018,00.44.32,2.88,124.36,338,3.6,Celebes Sea
1/4/2018,23.50.08,0.11,122.54,10,2.2,Minahassa Peninsula - Sulawesi
1/4/2018,23.45.04,-9.73,118.58,14,3.6,Sumbawa Region - Indonesia
1/4/2018,23.27.00,-0.19,97.71,18,3.8,Southwest of Sumatra - Indonesia
1/4/2018,23.14.45,0.05,97.99,47,4.1,Northern Sumatra - Indonesia
1/4/2018,20.59.48,-8.39,121.35,14,3.2,Flores Region - Indonesia
1/4/2018,20.43.49,-9.91,118.89,10,3.2,Sumbawa Region - Indonesia
1/4/2018,20.28.24,-0.43,123.09,65,2.4,Minahassa Peninsula - Sulawesi
1/4/2018,19.55.08,-8.65,124.47,10,2.9,Timor Region
1/4/2018,18.31.44,-4.3,126.11,322,3.8,Banda Sea
1/4/2018,18.09.00,-9.53,118.04,24,3.5,Sumbawa Region - Indonesia
1/4/2018,18.08.32,-6.65,104.91,26,3.3,Sunda Strait - Indonesia
1/4/2018,17.31.04,-6.51,130.07,129,4.4,Banda Sea
1/4/2018,16.45.30,3.7,126.69,15,4,Talaud Islands - Indonesia
1/4/2018,16.32.43,-7.35,120.36,561,4,Flores Sea
1/4/2018,15.54.07,-1.22,101.02,153,4.7,Southern Sumatra - Indonesia
1/4/2018,14.59.44,-8.79,116.91,145,3.6,Sumbawa Region - Indonesia
1/4/2018,14.38.48,-9.86,124.19,10,2.9,Timor Region
1/4/2018,13.26.33,-8.84,123.01,120,4.5,Flores Region - Indonesia
1/4/2018,11.10.15,-8.79,117,23,2.2,Sumbawa Region - Indonesia
1/4/2018,10.39.22,-5.96,102.46,49,4.9,Southern Sumatra - Indonesia
1/4/2018,09.55.40,-2.76,129.51,99,3.2,Seram - Indonesia
1/4/2018,08.43.16,1.58,122.94,16,3.1,Minahassa Peninsula - Sulawesi
1/4/2018,08.29.25,0.97,127.12,45,4.2,Halmahera - Indonesia
1/4/2018,06.55.27,-9.39,117.19,27,3.4,Sumbawa Region - Indonesia
1/4/2018,06.44.18,-2.69,119.16,10,2.6,Sulawesi - Indonesia
1/4/2018,06.15.05,-3.02,102.99,219,4.3,Southern Sumatra - Indonesia
1/4/2018,03.04.40,-8.23,120.03,158,3.3,Flores Region - Indonesia
1/4/2018,02.52.57,-9.35,113.5,30,3.9,South of Java - Indonesia
1/4/2018,00.44.36,-9.51,113.46,10,3.5,South of Java - Indonesia
1/4/2018,00.34.32,2,121.14,43,4.8,Celebes Sea
1/4/2018,00.21.24,1.16,125.47,40,3.6,Northern Molucca Sea
1/4/2018,00.15.04,5.44,128.65,122,4.3,East of Philippine Islands
1/5/2018,17.50.20,-8.8,111.07,10,3.5,Java - Indonesia
1/5/2018,14.03.49,0.34,123.41,37,2.5,Minahassa Peninsula - Sulawesi
1/5/2018,13.23.35,0,97.98,40,3.2,Southwest of Sumatra - Indonesia
1/5/2018,13.22.15,-0.02,122.93,165,4.1,Minahassa Peninsula - Sulawesi
1/5/2018,13.21.16,-1.12,100.41,72,3.8,Southern Sumatra - Indonesia
1/5/2018,11.23.42,-2.81,128.12,10,4.2,Ceram Sea
1/5/2018,09.41.33,-0.89,131.15,10,2.9,Irian Jaya Region - Indonesia
1/5/2018,09.10.10,-1.26,120.66,10,2.8,Sulawesi - Indonesia
1/5/2018,05.54.38,-1.27,119.96,10,2.6,Sulawesi - Indonesia
1/5/2018,05.33.26,-10.01,114.1,13,4,South of Bali - Indonesia
1/5/2018,04.35.25,-9.21,116.37,54,2.7,Sumbawa Region - Indonesia
1/5/2018,04.26.12,0.86,121.49,10,1.7,Minahassa Peninsula - Sulawesi
1/5/2018,04.20.15,-0.88,121.79,10,2.5,Minahassa Peninsula - Sulawesi
1/5/2018,02.58.57,0.17,119.99,10,2.8,Minahassa Peninsula - Sulawesi
1/5/2018,02.47.37,-1.2,120.41,10,4.2,Sulawesi - Indonesia
1/5/2018,01.20.13,-7.61,119.32,271,3.8,Flores Sea
1/5/2018,00.41.46,0.66,120.61,27,2.5,Minahassa Peninsula - Sulawesi
1/5/2018,00.37.38,4.24,126.7,39,4.4,Talaud Islands - Indonesia
1/6/2018,23.42.44,-0.91,131.15,10,1.7,Irian Jaya Region - Indonesia
1/6/2018,23.35.00,-9.59,117.34,13,2.2,Sumbawa Region - Indonesia
1/6/2018,21.17.39,-8.12,121.69,260,4.1,Flores Region - Indonesia
1/6/2018,20.07.41,4.61,126.9,10,4.5,Talaud Islands - Indonesia
1/6/2018,19.50.55,-8.07,118.04,10,2.9,Sumbawa Region - Indonesia
1/6/2018,19.28.50,-8.32,119.66,158,3.1,Flores Region - Indonesia
1/6/2018,18.35.12,4.17,126.72,47,5.1,Talaud Islands - Indonesia
1/6/2018,18.01.45,4.24,126.78,10,4.3,Talaud Islands - Indonesia
1/6/2018,17.54.44,4.03,126.86,10,4,Talaud Islands - Indonesia
1/6/2018,17.49.23,4.35,126.99,10,4.2,Talaud Islands - Indonesia
1/6/2018,17.38.38,4.02,126.66,16,3.6,Talaud Islands - Indonesia
1/6/2018,17.34.49,4.35,126.82,13,3.9,Talaud Islands - Indonesia
1/6/2018,16.55.13,-9.69,105.77,10,3.9,South of Java - Indonesia
1/6/2018,16.27.47,-9.3,123.78,90,2.7,Timor Region
1/6/2018,16.04.15,1.21,122,13,3.6,Minahassa Peninsula - Sulawesi
1/6/2018,15.39.46,0.77,125.37,53,5,Northern Molucca Sea
1/6/2018,14.39.21,1.1,100.08,202,3.8,Northern Sumatra - Indonesia
1/6/2018,14.07.38,0.82,127.41,10,3.6,Halmahera - Indonesia
1/6/2018,14.05.40,1.16,126.43,10,3.2,Northern Molucca Sea
1/6/2018,13.52.55,3.97,126.72,10,5,Talaud Islands - Indonesia
1/6/2018,12.33.38,-7.44,129.34,191,4.7,Banda Sea
1/6/2018,12.31.57,0.34,122.77,141,2.5,Minahassa Peninsula - Sulawesi
1/6/2018,11.41.09,-8.43,107.57,11,3.9,Java - Indonesia
1/6/2018,10.26.39,0.3,98.59,55,4.8,Northern Sumatra - Indonesia
1/6/2018,10.16.45,0.58,122.1,86,2.1,Minahassa Peninsula - Sulawesi
1/6/2018,08.36.36,-8.95,110.41,30,3.9,Java - Indonesia
1/6/2018,06.54.47,0.74,127.43,10,2.9,Halmahera - Indonesia
1/7/2018,23.59.25,-8.24,117.56,239,3.4,Sumbawa Region - Indonesia
1/7/2018,23.09.46,1.8,96.95,41,4.1,Off West Coast of Northern Sumatra
1/7/2018,21.10.25,0.1,98.77,10,2.8,Northern Sumatra - Indonesia
1/7/2018,21.03.49,-6.73,104.86,20,3.5,Sunda Strait - Indonesia
1/7/2018,20.57.17,1.81,122.34,36,2.8,Minahassa Peninsula - Sulawesi
1/7/2018,19.42.46,-1.35,120.4,10,2.7,Sulawesi - Indonesia
1/7/2018,18.02.46,0.1,121.94,157,2.8,Minahassa Peninsula - Sulawesi
1/7/2018,16.43.03,-3.44,131.35,52,2.8,Irian Jaya Region - Indonesia
1/7/2018,16.29.10,-3.51,131.37,68,3.3,Irian Jaya Region - Indonesia
1/7/2018,16.18.49,-7.92,117.3,30,2.7,Bali Sea
1/7/2018,14.51.05,4.09,126.6,10,4,Talaud Islands - Indonesia
1/7/2018,14.46.43,-1.42,120.41,10,2.6,Sulawesi - Indonesia
1/7/2018,14.32.25,-0.99,131.19,17,2.3,Irian Jaya Region - Indonesia
1/7/2018,13.56.09,-8.61,118.31,123,3.4,Sumbawa Region - Indonesia
1/7/2018,11.21.48,0.13,122.35,98,2.2,Minahassa Peninsula - Sulawesi
1/7/2018,11.15.47,4.25,126.71,11,4.4,Talaud Islands - Indonesia
1/7/2018,11.05.42,0.93,121.83,30,1.8,Minahassa Peninsula - Sulawesi
1/7/2018,10.45.50,2.46,96.07,54,3,Northern Sumatra - Indonesia
1/7/2018,08.59.08,-5.71,129.31,354,4.3,Banda Sea
1/7/2018,08.32.49,4.11,126.69,14,4.1,Talaud Islands - Indonesia
1/7/2018,08.18.45,-4.61,129.49,208,3.6,Banda Sea
1/7/2018,06.47.00,-1.39,120.34,10,3.3,Sulawesi - Indonesia
1/7/2018,03.20.17,-4.27,134.24,32,4.8,Irian Jaya Region - Indonesia
1/7/2018,01.32.47,-9.9,118.83,12,2.6,Sumbawa Region - Indonesia
1/8/2018,22.53.09,-9.23,114.54,139,3.4,South of Bali - Indonesia
1/8/2018,22.29.45,-0.3,124.84,10,3.5,Southern Molucca Sea
1/8/2018,22.11.13,1.87,121.86,10,2.3,Minahassa Peninsula - Sulawesi
1/8/2018,21.57.14,0.59,121.87,173,1.9,Minahassa Peninsula - Sulawesi
1/8/2018,20.37.21,0.61,122.3,52,2.4,Minahassa Peninsula - Sulawesi
1/8/2018,20.17.23,-6.88,129.83,201,4.6,Banda Sea
1/8/2018,19.46.10,-2.31,128.11,65,3.7,Ceram Sea
1/8/2018,18.54.40,1.02,121.05,10,2.4,Minahassa Peninsula - Sulawesi
1/8/2018,15.51.05,2.55,95.78,16,4.6,Off West Coast of Northern Sumatra
1/8/2018,15.38.35,-1.28,120.42,10,3.3,Sulawesi - Indonesia
1/8/2018,14.09.50,2.83,126.81,50,5,Northern Molucca Sea
1/8/2018,14.08.15,0.9,122.71,50,2.4,Minahassa Peninsula - Sulawesi
1/8/2018,13.28.15,-7.91,118.75,14,2.5,Flores Sea
1/8/2018,13.25.10,0.86,122.63,23,2.8,Minahassa Peninsula - Sulawesi
1/8/2018,13.13.36,0.52,121.17,58,2.7,Minahassa Peninsula - Sulawesi
1/8/2018,13.01.04,0.05,122.23,122,2.4,Minahassa Peninsula - Sulawesi
1/8/2018,12.13.56,3.24,128.18,128,4.1,North of Halmahera - Indonesia
1/8/2018,10.41.05,-3.66,138.37,62,4.4,Irian Jaya - Indonesia
1/8/2018,10.30.06,-9.58,117.51,24,3.7,Sumbawa Region - Indonesia
1/8/2018,09.31.46,1.91,123.91,297,4,Minahassa Peninsula - Sulawesi
1/8/2018,09.23.07,-3.4,131.15,49,3.4,Irian Jaya Region - Indonesia
1/8/2018,09.08.22,-9.08,121.99,10,2.7,Savu Sea
1/8/2018,08.57.07,-0.8,130.99,10,2.3,Irian Jaya Region - Indonesia
1/8/2018,08.29.47,-8.46,108.44,21,3.7,Java - Indonesia
1/8/2018,08.26.09,-2.96,118.62,10,2.6,Sulawesi - Indonesia
1/8/2018,08.25.42,-8.69,118.35,113,3.1,Sumbawa Region - Indonesia
1/8/2018,08.13.45,-3.29,131.2,20,4.2,Irian Jaya Region - Indonesia
1/8/2018,08.09.29,0.44,121.29,65,4.4,Minahassa Peninsula - Sulawesi
1/8/2018,08.08.34,-8.99,114.96,10,2.2,Bali Region - Indonesia
1/8/2018,08.05.14,-0.11,132.73,24,3.9,Irian Jaya Region - Indonesia
1/8/2018,07.15.44,0.33,122.78,10,3,Minahassa Peninsula - Sulawesi
1/8/2018,07.03.06,-6.51,104.77,10,3.7,Sunda Strait - Indonesia
1/8/2018,04.34.46,0.47,121.64,65,2.6,Minahassa Peninsula - Sulawesi
1/8/2018,03.44.41,-9.95,124.2,10,3.4,Timor Region
1/8/2018,02.59.03,-8.59,119.03,10,2.6,Flores Region - Indonesia
1/8/2018,02.30.12,4.28,94.89,10,4.5,Off West Coast of Northern Sumatra
1/8/2018,00.57.15,-3.39,131.25,28,3.6,Irian Jaya Region - Indonesia
1/9/2018,19.23.18,0.57,122.04,89,3.6,Minahassa Peninsula - Sulawesi
1/9/2018,18.14.28,-7.81,118.1,29,3,Flores Sea
1/9/2018,17.58.31,3.07,126.44,31,3.6,Talaud Islands - Indonesia
1/9/2018,17.19.32,-8.71,118.13,10,2.7,Sumbawa Region - Indonesia
1/9/2018,17.18.05,-8.72,118.12,10,2.5,Sumbawa Region - Indonesia
1/9/2018,17.15.51,0.4,120.66,81,2.3,Minahassa Peninsula - Sulawesi
1/9/2018,15.58.44,0.22,125.92,56,3.9,Northern Molucca Sea
1/9/2018,15.36.01,-2.76,129.49,67,3.9,Seram - Indonesia
1/9/2018,14.12.27,3.87,127.13,10,4.1,Talaud Islands - Indonesia
1/9/2018,14.02.43,-0.5,125.53,12,4,Southern Molucca Sea
1/9/2018,13.11.07,-3.59,119.26,12,2,Sulawesi - Indonesia
1/9/2018,12.31.47,-7.81,122.2,301,3.7,Flores Sea
1/9/2018,10.43.25,-4.2,129.43,149,3.6,Banda Sea
1/9/2018,09.23.44,-10.89,112.2,10,4.1,South of Java - Indonesia
1/9/2018,09.19.58,-10.42,112.26,10,4.1,South of Java - Indonesia
1/9/2018,08.54.30,-5.79,131.04,76,4.2,Banda Sea
1/9/2018,06.12.33,-3.56,131.42,17,4,Irian Jaya Region - Indonesia
1/9/2018,05.42.42,-2.45,120.96,10,3.3,Sulawesi - Indonesia
1/9/2018,05.40.06,-3.87,133.77,18,4.2,Irian Jaya Region - Indonesia
1/9/2018,04.17.17,-5.46,103.46,26,3,Southern Sumatra - Indonesia
1/9/2018,03.56.08,1.27,121.34,10,2.3,Minahassa Peninsula - Sulawesi
1/10/2018,23.31.56,1.3,121.38,10,2.1,Minahassa Peninsula - Sulawesi
1/10/2018,20.53.38,1.18,98.91,87,4.2,Northern Sumatra - Indonesia
1/10/2018,19.59.40,-3.35,135.4,72,3.8,Irian Jaya Region - Indonesia
1/10/2018,19.53.43,0.58,122.22,80,1.2,Minahassa Peninsula - Sulawesi
1/10/2018,18.23.34,-0.76,131.46,10,1.3,Irian Jaya Region - Indonesia
1/10/2018,18.06.24,-7.9,117.47,11,4.4,Bali Sea
1/10/2018,18.02.03,-3.36,127,10,3.2,Buru - Indonesia
1/10/2018,17.52.03,-0.15,130.39,53,1.9,Irian Jaya Region - Indonesia
1/10/2018,17.33.29,-0.93,130.57,12,1.9,Irian Jaya Region - Indonesia
1/10/2018,17.32.43,-8.62,118.14,10,3.3,Sumbawa Region - Indonesia
1/10/2018,16.36.06,0.91,125.47,18,3.2,Northern Molucca Sea
1/10/2018,15.42.19,-3.31,127.01,10,3,Seram - Indonesia
1/10/2018,15.15.55,-0.59,131.24,10,2,Irian Jaya Region - Indonesia
1/10/2018,15.13.53,-1.08,130.84,10,2.6,Irian Jaya Region - Indonesia
1/10/2018,15.05.11,-8.48,117.94,146,3.7,Sumbawa Region - Indonesia
1/10/2018,14.51.53,-5.21,130.06,217,3.9,Banda Sea
1/10/2018,14.19.25,-0.59,130.83,31,1.6,Irian Jaya Region - Indonesia
1/10/2018,14.09.16,1.36,125.74,22,3.1,Northern Molucca Sea
1/10/2018,13.45.37,-8.87,116.91,12,2.6,Sumbawa Region - Indonesia
1/10/2018,13.32.44,-9.59,121.89,16,3.6,Savu Sea
1/10/2018,13.19.44,-7.91,117.58,297,3.8,Bali Sea
1/10/2018,13.13.01,-8.91,109.11,26,4.5,Java - Indonesia
1/10/2018,13.04.21,1.78,122.38,28,2,Minahassa Peninsula - Sulawesi
1/10/2018,12.40.55,-10.5,112.29,10,4,South of Java - Indonesia
1/10/2018,12.38.34,5.23,124.94,61,4.2,Mindanao - Philippines
1/10/2018,12.36.00,-0.01,126.8,29,2.9,Southern Molucca Sea
1/10/2018,12.28.53,-0.38,123.18,51,2.9,Minahassa Peninsula - Sulawesi
1/10/2018,12.15.30,-10.66,112.22,10,4.3,South of Java - Indonesia
1/10/2018,11.52.42,-8.28,120.21,181,3.6,Flores Region - Indonesia
1/10/2018,11.40.57,2.3,126.8,49,4.9,Northern Molucca Sea
1/10/2018,11.08.35,4.29,94.98,58,4,Off West Coast of Northern Sumatra
1/10/2018,09.51.02,-0.02,122.14,110,2.4,Minahassa Peninsula - Sulawesi
1/10/2018,09.17.54,-7.49,106.82,100,2.7,Java - Indonesia
1/10/2018,05.08.34,0.12,125.89,10,3.4,Northern Molucca Sea
1/10/2018,04.59.44,1.36,128.63,10,4.1,Halmahera - Indonesia
1/10/2018,04.55.24,-10.23,116.41,26,3.6,South of Sumbawa - Indonesia
1/10/2018,04.45.33,-7.04,105.75,48,3.8,Java - Indonesia
1/10/2018,04.12.00,-7.75,106.64,59,3,Java - Indonesia
1/10/2018,03.41.48,-9.65,123.06,17,3.3,Timor Region
1/10/2018,03.38.29,-0.38,125.58,10,4,Southern Molucca Sea
1/10/2018,02.43.27,-2.36,102.3,185,3.8,Southern Sumatra - Indonesia
1/10/2018,02.04.17,-0.71,131.06,10,2.8,Irian Jaya Region - Indonesia
1/10/2018,01.30.25,1.01,123.25,10,3,Minahassa Peninsula - Sulawesi
1/10/2018,00.57.57,-10.01,119.2,13,3.9,Sumba Region - Indonesia
1/11/2018,22.49.07,-0.04,122.98,146,2.3,Minahassa Peninsula - Sulawesi
1/11/2018,22.25.49,0.01,126.98,103,3.6,Northern Molucca Sea
1/11/2018,22.17.25,-0.98,131.06,11,2.9,Irian Jaya Region - Indonesia
1/11/2018,21.12.48,0.6,122.32,58,3.4,Minahassa Peninsula - Sulawesi
1/11/2018,21.10.15,1.7,126.13,10,4,Northern Molucca Sea
1/11/2018,20.04.52,3.23,98.3,110,4,Northern Sumatra - Indonesia
1/11/2018,19.46.16,1.47,122.2,10,3.7,Minahassa Peninsula - Sulawesi
1/11/2018,19.08.24,-0.26,122.78,10,3.2,Minahassa Peninsula - Sulawesi
1/11/2018,18.34.03,0.5,122.33,71,4.1,Minahassa Peninsula - Sulawesi
1/11/2018,18.19.24,-3.28,131.03,26,3.6,Irian Jaya Region - Indonesia
1/11/2018,17.38.06,-9.1,117.68,36,3.7,Sumbawa Region - Indonesia
1/11/2018,14.23.15,0.93,121.16,32,2.2,Minahassa Peninsula - Sulawesi
1/11/2018,14.03.49,-8.64,118.33,120,4.1,Sumbawa Region - Indonesia
1/11/2018,13.09.07,1.18,121.76,10,3.3,Minahassa Peninsula - Sulawesi
1/11/2018,11.36.19,3.92,126.6,29,4.3,Talaud Islands - Indonesia
1/11/2018,10.47.56,-8.85,118.94,101,3.5,Sumbawa Region - Indonesia
1/11/2018,10.47.29,-7.25,106.8,84,3.8,Java - Indonesia
1/11/2018,10.31.00,-4.43,129.78,174,4.2,Banda Sea
1/11/2018,09.43.12,-7.52,128.66,174,4.7,Banda Sea
1/11/2018,09.42.22,-2.42,121.3,10,3.2,Sulawesi - Indonesia
1/11/2018,09.38.25,-0.47,131.84,10,3.7,Irian Jaya Region - Indonesia
1/11/2018,06.30.28,1.22,121.74,16,2,Minahassa Peninsula - Sulawesi
1/11/2018,03.23.48,-4.23,129.62,10,3.8,Banda Sea
1/11/2018,02.19.41,-4.98,127.05,33,4.4,Banda Sea
1/11/2018,02.03.46,-9.72,121.58,104,4.7,Savu Sea
1/11/2018,00.22.10,-3.33,99.48,43,4.3,Southwest of Sumatra - Indonesia
1/12/2018,21.49.04,-10.13,122.88,65,4.8,Savu Sea
1/12/2018,16.50.47,2.69,128.47,236,4.1,Halmahera - Indonesia
1/12/2018,16.24.53,-0.11,122.84,140,3.3,Minahassa Peninsula - Sulawesi
1/12/2018,15.45.27,-3.59,127.82,12,3.1,Seram - Indonesia
1/12/2018,14.10.56,0.97,121.99,29,2.6,Minahassa Peninsula - Sulawesi
1/12/2018,13.58.00,-3.49,134.4,49,3.9,Irian Jaya Region - Indonesia
1/12/2018,13.09.28,-8.48,123.82,10,2.9,Flores Region - Indonesia
1/12/2018,10.24.59,-3.34,131.22,32,4.3,Irian Jaya Region - Indonesia
1/12/2018,07.50.35,0.5,98.1,21,4.2,Northern Sumatra - Indonesia
1/12/2018,07.23.50,-0.11,123.11,98,2.9,Minahassa Peninsula - Sulawesi
1/12/2018,07.09.37,1.05,124.08,10,3,Minahassa Peninsula - Sulawesi
1/12/2018,06.40.43,5.89,126.89,102,4.5,Mindanao - Philippines
1/12/2018,06.13.14,-5.51,129.31,274,4.5,Banda Sea
1/12/2018,05.37.59,-0.24,99.45,10,3.3,Southern Sumatra - Indonesia
1/12/2018,04.42.18,-9.38,114.14,10,3.5,South of Bali - Indonesia
1/12/2018,02.18.19,1.76,98.27,15,3.4,Northern Sumatra - Indonesia
1/12/2018,01.49.07,1.84,126.46,10,4.3,Northern Molucca Sea
1/13/2018,22.28.05,-0.67,127.92,58,2.9,Halmahera - Indonesia
1/13/2018,22.24.49,-0.32,126.91,23,2.7,Southern Molucca Sea
1/13/2018,22.17.07,-8.35,119.58,10,3.2,Flores Region - Indonesia
1/13/2018,21.59.00,0.09,132.35,10,3.1,Irian Jaya Region - Indonesia
1/13/2018,19.42.59,3.6,126.81,14,3.9,Talaud Islands - Indonesia
1/13/2018,15.56.57,-7.85,107.3,27,3.7,Java - Indonesia
1/13/2018,14.15.57,-0.28,122.95,20,3.1,Minahassa Peninsula - Sulawesi
1/13/2018,14.02.58,5.33,94.38,93,4.5,Northern Sumatra - Indonesia
1/13/2018,13.21.35,-9.06,111.87,85,3.4,South of Java - Indonesia
1/13/2018,13.01.53,-8.32,109.03,29,3.4,Java - Indonesia
1/13/2018,12.28.56,-1.29,120.48,10,3,Sulawesi - Indonesia
1/13/2018,12.09.05,-7.73,123.97,227,2.8,Banda Sea
1/13/2018,09.38.33,1.86,98.57,10,3.3,Northern Sumatra - Indonesia
1/13/2018,07.11.27,-5.06,102.96,69,4.9,Southern Sumatra - Indonesia
1/13/2018,06.17.37,-3.66,101.67,10,3.6,Southern Sumatra - Indonesia
1/13/2018,05.59.22,-0.44,125.29,10,3.7,Southern Molucca Sea
1/13/2018,05.53.12,-7.84,128.68,19,4.5,Banda Sea
