tgl,ot,lat,lon,depth,mag,remark
12/16/2022,01.42.13,-6.82,107.07,10,2.5,Java - Indonesia
12/17/2022,22.10.56,2.15,129.32,10,4.6,Halmahera - Indonesia
12/17/2022,21.55.22,-8.07,119.9,10,3.3,Flores Region - Indonesia
12/17/2022,21.52.09,-8.11,120.56,10,3.2,Flores Region - Indonesia
12/17/2022,20.26.45,-1.32,120.5,10,4,Sulawesi - Indonesia
12/17/2022,19.55.44,-4.58,103.19,64,4.1,Southern Sumatra - Indonesia
12/17/2022,19.46.24,-1.37,120.49,10,2.4,Sulawesi - Indonesia
12/17/2022,19.27.17,-8.53,119.77,149,2.8,Flores Region - Indonesia
12/17/2022,18.27.09,-3.89,129.43,10,3.7,Seram - Indonesia
12/17/2022,18.14.05,-2.69,122.4,10,3.3,Sulawesi - Indonesia
12/17/2022,17.16.26,1.55,127.12,131,3.6,Halmahera - Indonesia
12/17/2022,16.22.22,1.72,99.13,10,3,Northern Sumatra - Indonesia
12/17/2022,14.31.39,-8.1,120.52,11,3.5,Flores Region - Indonesia
12/17/2022,11.52.34,-2.19,100.68,42,3.3,Southern Sumatra - Indonesia
12/17/2022,11.46.25,-8.11,118.93,10,3.1,Sumbawa Region - Indonesia
12/17/2022,10.38.20,-8.14,118.9,10,2.9,Sumbawa Region - Indonesia
12/17/2022,10.29.37,-6.18,105.11,10,2.9,Sunda Strait - Indonesia
12/17/2022,10.07.04,2.26,129.28,10,4.9,Halmahera - Indonesia
12/17/2022,09.39.48,-9.94,118.8,10,4.2,Sumbawa Region - Indonesia
12/17/2022,07.10.54,-10.09,118.84,10,3.8,South of Sumbawa - Indonesia
12/17/2022,06.45.51,-10.09,118.79,19,4.5,South of Sumbawa - Indonesia
12/17/2022,06.03.15,-6.38,130.43,158,4.2,Banda Sea
12/17/2022,05.44.28,-7.02,129.65,138,4.2,Banda Sea
12/17/2022,05.07.52,-4.56,120.33,14,2.2,Sulawesi - Indonesia
12/17/2022,04.25.53,-6.15,105.13,10,2.4,Sunda Strait - Indonesia
12/17/2022,02.18.59,-8.07,107.34,26,2.9,Java - Indonesia
12/18/2022,23.10.07,-6.82,107.08,12,2,Java - Indonesia
12/18/2022,22.47.50,-7.48,106.87,13,2.6,Java - Indonesia
12/18/2022,21.34.02,-10.58,113.46,13,3.6,South of Java - Indonesia
12/18/2022,20.53.51,-10.6,113.46,10,4.6,South of Java - Indonesia
12/18/2022,20.42.48,-6.03,104.29,36,3.3,Sunda Strait - Indonesia
12/18/2022,20.19.16,-6.03,103.77,31,3.2,Southwest of Sumatra - Indonesia
12/18/2022,19.07.12,-2.95,99.22,28,4.7,Southern Sumatra - Indonesia
12/18/2022,18.48.51,2.89,126.25,19,3.4,Northern Molucca Sea
12/18/2022,18.36.11,-8.14,125.86,10,4.2,Timor Region
12/18/2022,18.08.09,-8.22,115.59,10,2.5,Bali Region - Indonesia
12/18/2022,17.58.50,-0.92,119.83,10,1.7,Minahassa Peninsula - Sulawesi
12/18/2022,17.53.47,-3.5,135.41,36,3.6,Irian Jaya Region - Indonesia
12/18/2022,17.50.35,-8.24,116.45,14,3.4,Sumbawa Region - Indonesia
12/18/2022,17.03.09,-7.81,108.64,82,2.9,Java - Indonesia
12/18/2022,16.55.23,2.08,98.92,10,3.8,Northern Sumatra - Indonesia
12/18/2022,13.55.03,-4.44,123.17,10,3.5,Banda Sea
12/18/2022,13.11.05,0.72,121.25,33,3,Minahassa Peninsula - Sulawesi
12/18/2022,13.02.31,2.58,127.62,131,3.8,Northern Molucca Sea
12/18/2022,11.22.50,-0.03,97.88,25,3.1,Southwest of Sumatra - Indonesia
12/18/2022,10.40.30,-0.23,122.86,53,2.4,Minahassa Peninsula - Sulawesi
12/18/2022,10.21.07,-8.25,116.45,11,2.5,Sumbawa Region - Indonesia
12/18/2022,10.19.55,0.8,96.86,13,3.5,Off West Coast of Northern Sumatra
12/18/2022,10.14.50,-7.74,118.99,29,3,Flores Sea
12/18/2022,09.57.44,-8.84,116.81,10,1.9,Sumbawa Region - Indonesia
12/18/2022,08.32.54,3.34,98.64,10,3.1,Northern Sumatra - Indonesia
12/18/2022,06.51.57,-2.32,140.28,10,3,Near North Coast of Irian Jaya
12/18/2022,06.34.12,-3.15,123.03,14,3.7,Sulawesi - Indonesia
12/18/2022,06.20.21,-2.72,138,77,4.5,Irian Jaya - Indonesia
12/18/2022,06.01.27,-8.84,110.67,10,2.9,Java - Indonesia
12/18/2022,05.19.53,-0.35,124.42,24,3.1,Southern Molucca Sea
12/18/2022,04.47.30,-8.9,116.89,10,2.1,Sumbawa Region - Indonesia
12/18/2022,03.39.19,-6.64,129.91,164,4.4,Banda Sea
12/18/2022,03.25.46,-4.72,133.97,15,3.9,Irian Jaya Region - Indonesia
12/18/2022,03.20.46,-8.25,116.46,10,2.6,Sumbawa Region - Indonesia
12/18/2022,03.12.17,-8.25,116.49,10,2.5,Sumbawa Region - Indonesia
12/18/2022,02.59.14,-8.23,116.49,10,3.8,Sumbawa Region - Indonesia
12/18/2022,02.17.09,-8.2,115.58,10,3.5,Bali Region - Indonesia
12/18/2022,01.44.33,-4.72,133.96,70,4,Irian Jaya Region - Indonesia
12/18/2022,01.30.15,-9.99,118.86,10,3.1,Sumbawa Region - Indonesia
12/18/2022,00.59.51,-1.99,122.5,25,3.8,Sulawesi - Indonesia
12/18/2022,00.25.13,-0.56,126.69,10,4,Southern Molucca Sea
12/19/2022,23.50.01,-2.61,139.49,10,3.2,Near North Coast of Irian Jaya
12/19/2022,23.43.59,-8.84,111.18,26,2.4,Java - Indonesia
12/19/2022,22.23.35,-3.1,140.11,38,3.4,Irian Jaya - Indonesia
12/19/2022,22.11.30,-2.36,128.84,10,3.5,Ceram Sea
12/19/2022,21.42.56,-2.22,141.26,10,3.4,Near N. Coast of New Guinea - PNG.
12/19/2022,21.03.52,-5.62,103.5,25,3.2,Southern Sumatra - Indonesia
12/19/2022,19.04.35,-6.98,105.48,10,4.3,Sunda Strait - Indonesia
12/19/2022,17.54.51,-10.67,111.67,10,3.7,South of Java - Indonesia
12/19/2022,17.12.03,-2.64,140.86,11,1.7,Near North Coast of Irian Jaya
12/19/2022,16.38.05,-0.39,100.52,10,3.2,Southern Sumatra - Indonesia
12/19/2022,16.23.32,-6.87,107.17,11,1.2,Java - Indonesia
12/19/2022,15.34.46,-2.97,130.68,10,3.4,Seram - Indonesia
12/19/2022,15.05.39,-9.96,120.71,10,3.1,Sumba Region - Indonesia
12/19/2022,14.24.38,0.89,122.7,29,2.1,Minahassa Peninsula - Sulawesi
12/19/2022,13.47.58,-3.87,103.23,10,2.7,Southern Sumatra - Indonesia
12/19/2022,13.21.18,-8.34,116.81,18,2.2,Sumbawa Region - Indonesia
12/19/2022,13.00.36,-7.96,110.42,10,1.5,Java - Indonesia
12/19/2022,12.38.03,4.8,94.74,15,3.3,Off West Coast of Northern Sumatra
12/19/2022,12.36.22,0.31,125.5,10,3.3,Northern Molucca Sea
12/19/2022,12.05.36,5.26,95.47,90,2.5,Northern Sumatra - Indonesia
12/19/2022,11.54.17,-3,134.5,10,3,Irian Jaya Region - Indonesia
12/19/2022,11.29.10,-2.42,140.58,10,2.4,Near North Coast of Irian Jaya
12/19/2022,11.10.11,-8.22,116.48,13,2.1,Sumbawa Region - Indonesia
12/19/2022,10.31.57,-7.81,119.1,25,2.6,Flores Sea
12/19/2022,09.30.02,1.1,126.89,11,3.5,Northern Molucca Sea
12/19/2022,08.19.08,-7.86,120.65,59,2.3,Flores Sea
12/19/2022,06.16.30,-8.14,115.63,11,2.5,Bali Region - Indonesia
12/19/2022,05.50.13,-5.75,104.27,113,5.2,Southern Sumatra - Indonesia
12/19/2022,05.22.03,2.68,98.84,144,3.1,Northern Sumatra - Indonesia
12/19/2022,04.35.32,-7.92,118.98,26,2.7,Flores Sea
12/19/2022,03.58.29,-8.18,116.49,10,2.6,Sumbawa Region - Indonesia
12/19/2022,03.27.22,-8.22,116.47,10,3.3,Sumbawa Region - Indonesia
12/19/2022,03.17.39,-6.36,103.72,10,2.9,Southwest of Sumatra - Indonesia
12/19/2022,02.45.57,0.7,125.54,10,3,Northern Molucca Sea
12/19/2022,02.40.24,0.58,122.17,91,2.1,Minahassa Peninsula - Sulawesi
12/19/2022,01.45.14,-2.54,140.53,14,3.2,Near North Coast of Irian Jaya
12/20/2022,23.50.46,-3.11,101.53,13,3.1,Southern Sumatra - Indonesia
12/20/2022,22.47.08,-6.23,105.09,10,2.6,Sunda Strait - Indonesia
12/20/2022,22.20.40,-5.07,129.91,209,3.6,Banda Sea
12/20/2022,21.51.22,0.16,96.66,15,4.2,Off West Coast of Northern Sumatra
12/20/2022,21.01.07,2.73,126.08,31,3.6,Northern Molucca Sea
12/20/2022,20.33.36,-1.29,136.68,10,3,Irian Jaya Region - Indonesia
12/20/2022,20.12.34,-5.44,103.62,20,3.1,Southern Sumatra - Indonesia
12/20/2022,19.53.17,-8.48,116.01,18,2.4,Sumbawa Region - Indonesia
12/20/2022,19.47.12,-2.47,134.4,10,2.9,Irian Jaya Region - Indonesia
12/20/2022,18.50.32,-7.45,128.51,156,4.3,Banda Sea
12/20/2022,18.17.13,-8.31,117.99,10,2.7,Sumbawa Region - Indonesia
12/20/2022,18.05.48,-8.84,112.48,34,4.9,Java - Indonesia
12/20/2022,17.00.21,-8.94,112.48,32,4,Java - Indonesia
12/20/2022,16.53.31,-7.25,107.69,10,2.1,Java - Indonesia
12/20/2022,12.12.09,-8.7,124.39,106,2.7,Timor Region
12/20/2022,10.55.08,0.41,122.08,169,2.3,Minahassa Peninsula - Sulawesi
12/20/2022,10.12.13,-6.72,129.56,150,4.1,Banda Sea
12/20/2022,09.54.16,-2.43,120.78,10,2.6,Sulawesi - Indonesia
12/20/2022,08.40.09,3.76,127.02,33,3.7,Talaud Islands - Indonesia
12/20/2022,07.24.39,4.48,97.26,156,2.9,Northern Sumatra - Indonesia
12/20/2022,07.15.58,-2.57,139.5,12,3.7,Near North Coast of Irian Jaya
12/20/2022,07.02.40,-2.12,139.56,10,3.2,Near North Coast of Irian Jaya
12/20/2022,07.00.56,-3.06,128.31,14,3.1,Seram - Indonesia
12/20/2022,06.45.40,-0.62,123.48,10,3.2,Minahassa Peninsula - Sulawesi
12/20/2022,05.45.43,-6.82,107.08,10,2.4,Java - Indonesia
12/20/2022,04.59.56,-8.16,115.59,10,2.1,Bali Region - Indonesia
12/20/2022,03.43.41,-2.91,119.16,26,1.9,Sulawesi - Indonesia
12/20/2022,03.29.35,-8.22,118.05,18,3.4,Sumbawa Region - Indonesia
12/20/2022,01.59.14,-0.41,122.95,59,2.5,Minahassa Peninsula - Sulawesi
12/20/2022,01.30.15,-5.19,131.21,71,4.7,Banda Sea
12/20/2022,01.08.35,-8.32,118.01,10,3,Sumbawa Region - Indonesia
12/20/2022,00.08.18,-3.37,128.32,10,2.3,Seram - Indonesia
12/20/2022,00.03.07,-6.84,107.06,13,2,Java - Indonesia
12/21/2022,21.18.29,-6.98,108.5,10,3.9,Java - Indonesia
12/21/2022,20.32.11,-8.87,117.77,87,3.5,Sumbawa Region - Indonesia
12/21/2022,19.18.50,-8.17,115.61,10,3.4,Bali Region - Indonesia
12/21/2022,15.27.54,-0.04,119.64,17,3.1,Minahassa Peninsula - Sulawesi
12/21/2022,15.25.28,-5.17,104.41,10,2.3,Southern Sumatra - Indonesia
12/21/2022,14.15.27,0.6,121.68,66,3,Minahassa Peninsula - Sulawesi
12/21/2022,14.01.54,-9.26,118.71,65,2.6,Sumbawa Region - Indonesia
12/21/2022,11.56.43,-4.61,129.52,200,3.9,Banda Sea
12/21/2022,11.47.08,-7.53,107.56,107,4.3,Java - Indonesia
12/21/2022,11.36.17,-0.13,122.93,104,3.3,Minahassa Peninsula - Sulawesi
12/21/2022,11.08.24,0.17,126.34,55,3.1,Northern Molucca Sea
12/21/2022,10.58.51,-2.64,139.6,37,2.9,Near North Coast of Irian Jaya
12/21/2022,10.52.27,5.16,96.16,11,3,Northern Sumatra - Indonesia
12/21/2022,10.51.22,-2.43,101.38,10,2.5,Southern Sumatra - Indonesia
12/21/2022,09.36.40,-2.97,129.43,16,3.3,Seram - Indonesia
12/21/2022,08.59.22,-6.84,107.09,10,3,Java - Indonesia
12/21/2022,06.28.39,-6.81,107.16,23,1.9,Java - Indonesia
12/21/2022,05.39.53,-4.84,103.04,34,3.5,Southern Sumatra - Indonesia
12/21/2022,05.21.04,0.15,119.65,19,2.4,Minahassa Peninsula - Sulawesi
12/21/2022,05.19.05,-8.96,116.87,11,2.2,Sumbawa Region - Indonesia
12/21/2022,05.18.26,-6.85,107.06,24,2,Java - Indonesia
12/21/2022,03.06.18,-7.71,106.93,25,3.2,Java - Indonesia
12/21/2022,02.13.46,-1.98,138.92,65,2.7,Near North Coast of Irian Jaya
12/21/2022,01.14.06,-9.38,124.27,10,2.9,Timor Region
12/21/2022,00.57.28,-7.05,129.43,150,4.3,Banda Sea
12/22/2022,22.39.48,-0.21,122.86,68,3.6,Minahassa Peninsula - Sulawesi
12/22/2022,21.54.46,-5.68,105.2,145,3.3,Sunda Strait - Indonesia
12/22/2022,21.50.33,2.14,97.82,32,3.1,Northern Sumatra - Indonesia
12/22/2022,20.42.53,-1.58,120.19,10,2.3,Sulawesi - Indonesia
12/22/2022,20.29.59,-8.65,116.32,91,2.8,Sumbawa Region - Indonesia
12/22/2022,18.50.21,-6.54,130.15,155,4.3,Banda Sea
12/22/2022,18.15.26,5.2,96.16,10,3.1,Northern Sumatra - Indonesia
12/22/2022,17.43.38,-9.59,117.92,23,3.9,Sumbawa Region - Indonesia
12/22/2022,16.56.29,-6.21,130.5,160,4.2,Banda Sea
12/22/2022,16.51.18,-5.89,103.84,10,2.8,Southern Sumatra - Indonesia
12/22/2022,16.43.45,-8.72,108.06,19,3.8,Java - Indonesia
12/22/2022,16.41.41,1.04,121.08,10,2.7,Minahassa Peninsula - Sulawesi
12/22/2022,15.54.00,-7.99,121.91,16,3.5,Flores Sea
12/22/2022,15.49.25,-8.74,118.13,106,3.1,Sumbawa Region - Indonesia
12/22/2022,15.38.15,1.07,126.72,66,3.1,Northern Molucca Sea
12/22/2022,14.20.47,-0.59,135.59,23,3.5,Irian Jaya Region - Indonesia
12/22/2022,13.16.43,-8.33,117.72,10,2.4,Sumbawa Region - Indonesia
12/22/2022,12.45.46,0.21,122.28,170,2.6,Minahassa Peninsula - Sulawesi
12/22/2022,12.37.01,-8.37,121.55,10,3.8,Flores Region - Indonesia
12/22/2022,11.22.27,-8.91,124.32,46,4.3,Timor Region
12/22/2022,10.48.42,-4.21,103.39,10,2.3,Southern Sumatra - Indonesia
12/22/2022,10.05.04,-2.94,119.37,10,2.4,Sulawesi - Indonesia
12/22/2022,09.21.09,-1.52,120.11,10,4.2,Sulawesi - Indonesia
12/22/2022,07.21.40,-6.78,107.09,10,2.6,Java - Indonesia
12/22/2022,06.49.22,0.66,121.65,49,2.9,Minahassa Peninsula - Sulawesi
12/22/2022,06.40.28,0.8,125.38,23,3.1,Northern Molucca Sea
12/22/2022,06.29.56,-2.42,121.1,12,2.6,Sulawesi - Indonesia
12/22/2022,06.27.13,-8.66,118.4,110,4.3,Sumbawa Region - Indonesia
12/22/2022,05.41.33,-8.55,117.83,125,2,Sumbawa Region - Indonesia
12/22/2022,05.08.07,-6.77,107.06,10,2.2,Java - Indonesia
12/22/2022,05.07.20,-4.37,122.61,10,2.9,Sulawesi - Indonesia
12/22/2022,05.00.40,-4.37,122.61,10,3.7,Sulawesi - Indonesia
12/22/2022,03.08.02,-0.67,98.59,26,4.3,Southern Sumatra - Indonesia
12/22/2022,02.44.10,3.61,96.98,32,3.3,Northern Sumatra - Indonesia
12/22/2022,02.41.14,-8.46,117.11,12,2.4,Sumbawa Region - Indonesia
12/22/2022,01.50.55,-2.38,121.08,10,3.5,Sulawesi - Indonesia
12/22/2022,01.21.40,-10.49,123.84,25,3.9,Timor Region
12/22/2022,00.44.49,-6.81,107.07,14,2,Java - Indonesia
12/23/2022,23.34.36,-8.81,120.49,109,3.1,Flores Region - Indonesia
12/23/2022,23.28.23,-2.88,127.6,11,3.4,Ceram Sea
12/23/2022,22.11.00,-2.92,128.46,10,2.7,Ceram Sea
12/23/2022,22.05.44,0.19,96.79,35,3.8,Off West Coast of Northern Sumatra
12/23/2022,21.39.51,-6.83,107.12,10,2.4,Java - Indonesia
12/23/2022,19.14.12,-4.32,129.78,139,4.8,Banda Sea
12/23/2022,18.00.05,-6.82,107.05,10,2,Java - Indonesia
12/23/2022,17.31.35,2.61,97.61,36,1.9,Northern Sumatra - Indonesia
12/23/2022,16.54.32,0.59,121.63,80,3.5,Minahassa Peninsula - Sulawesi
12/23/2022,15.00.59,-8.03,107.89,27,3.3,Java - Indonesia
12/23/2022,14.57.53,-2.93,127.63,11,3.1,Ceram Sea
12/23/2022,14.53.26,-9.13,119.54,54,3.3,Sumba Region - Indonesia
12/23/2022,12.56.04,-6.77,107.1,10,2.5,Java - Indonesia
12/23/2022,11.41.24,-6.79,107.11,10,2.7,Java - Indonesia
12/23/2022,10.05.11,-2.56,129.43,10,3.5,Seram - Indonesia
12/23/2022,09.28.42,-3.03,127.49,10,3.4,Seram - Indonesia
12/23/2022,09.22.22,-2.99,127.43,32,3.3,Ceram Sea
12/23/2022,09.05.03,-2.94,127.59,10,3.5,Ceram Sea
12/23/2022,08.47.47,-6.86,107.18,10,1.5,Java - Indonesia
12/23/2022,05.57.33,-3.47,127.46,10,2.8,Seram - Indonesia
12/23/2022,05.49.38,-6.9,127.26,386,4.6,Banda Sea
12/23/2022,05.44.20,-3.06,127.68,10,2.8,Seram - Indonesia
12/23/2022,05.18.54,-7.66,128.11,121,4.2,Banda Sea
12/23/2022,05.17.00,-0.23,122.52,17,2.4,Minahassa Peninsula - Sulawesi
12/23/2022,05.09.49,-9.12,116.82,10,2.5,Sumbawa Region - Indonesia
12/23/2022,04.36.22,-7.48,106.62,38,3.1,Java - Indonesia
12/23/2022,04.30.45,-6.35,130.2,160,4.7,Banda Sea
12/23/2022,04.13.57,-6.26,105.01,10,3,Sunda Strait - Indonesia
12/23/2022,01.42.20,2.07,98.98,10,4,Northern Sumatra - Indonesia
12/23/2022,01.39.23,4.16,125.88,44,4.9,Talaud Islands - Indonesia
12/23/2022,01.36.43,1.93,98.93,97,2.7,Northern Sumatra - Indonesia
12/23/2022,01.20.26,-3.49,101.62,32,3.1,Southern Sumatra - Indonesia
12/23/2022,01.07.27,-2.88,127.57,10,3.1,Ceram Sea
12/23/2022,00.52.10,-2.75,127.8,24,4.9,Ceram Sea
12/24/2022,20.57.35,-9.28,109.54,42,5.1,South of Java - Indonesia
12/24/2022,19.41.15,1.95,98.96,105,2.6,Northern Sumatra - Indonesia
12/24/2022,19.40.44,-3.24,140.08,111,4.7,Irian Jaya - Indonesia
12/24/2022,18.22.50,4.94,97.21,10,3.5,Northern Sumatra - Indonesia
12/24/2022,15.27.42,1.41,128.11,65,3.7,Halmahera - Indonesia
12/24/2022,14.12.58,-7.86,106.54,12,3.1,Java - Indonesia
12/24/2022,12.07.27,-8.16,115.58,10,3.2,Bali Region - Indonesia
12/24/2022,10.34.34,1.81,127.3,91,3.5,Halmahera - Indonesia
12/24/2022,10.26.31,-1.92,138.74,25,3.7,Near North Coast of Irian Jaya
12/24/2022,10.09.27,-1.58,120.36,10,2.8,Sulawesi - Indonesia
12/24/2022,07.21.28,-2.64,136.83,65,3.6,Irian Jaya Region - Indonesia
12/24/2022,07.20.51,-10.55,113.53,62,4,South of Java - Indonesia
12/24/2022,06.43.33,0.5,121.13,61,3.1,Minahassa Peninsula - Sulawesi
12/24/2022,06.23.15,-6.41,103.57,31,3.8,Southwest of Sumatra - Indonesia
12/24/2022,05.56.21,0.77,97.4,20,3.4,Northern Sumatra - Indonesia
12/24/2022,05.43.06,-6.79,107.09,10,2.9,Java - Indonesia
12/24/2022,05.35.46,0.74,97.34,10,2.6,Northern Sumatra - Indonesia
12/24/2022,01.27.40,-1.74,134.11,16,3.6,Irian Jaya Region - Indonesia
12/24/2022,01.19.03,-4.14,127.41,283,3.9,Banda Sea
12/24/2022,00.53.04,-7.08,129.91,126,5.2,Banda Sea
12/24/2022,00.22.00,-8.16,115.57,10,3.4,Bali Region - Indonesia
12/24/2022,00.11.52,0.78,97.38,27,3.4,Northern Sumatra - Indonesia
12/25/2022,23.11.16,-0.16,122.97,132,2.6,Minahassa Peninsula - Sulawesi
12/25/2022,22.38.55,4.83,96.82,10,3.8,Northern Sumatra - Indonesia
12/25/2022,20.41.27,1.84,98.98,114,3.9,Northern Sumatra - Indonesia
12/25/2022,20.29.54,-0.04,121.29,16,3.4,Minahassa Peninsula - Sulawesi
12/25/2022,19.26.15,0.21,120.3,22,4,Minahassa Peninsula - Sulawesi
12/25/2022,18.48.17,0.33,119.56,17,3,Minahassa Peninsula - Sulawesi
12/25/2022,18.29.48,-8.38,116.1,10,2.8,Sumbawa Region - Indonesia
12/25/2022,16.18.46,-1.47,138.83,11,4.3,Near North Coast of Irian Jaya
12/25/2022,15.43.56,-0.77,131.21,19,2.8,Irian Jaya Region - Indonesia
12/25/2022,14.18.08,-7.27,106.29,84,3.2,Java - Indonesia
12/25/2022,13.17.01,2.84,129.07,10,4.1,Halmahera - Indonesia
12/25/2022,12.42.29,-4.61,102.76,45,4.2,Southern Sumatra - Indonesia
12/25/2022,12.20.37,-7.65,106.64,49,3.3,Java - Indonesia
12/25/2022,09.25.20,-2.16,138.29,28,4.3,Irian Jaya - Indonesia
12/25/2022,09.20.39,-0.57,131.86,17,2.8,Irian Jaya Region - Indonesia
12/25/2022,08.49.07,-8.59,118.39,113,3.9,Sumbawa Region - Indonesia
12/25/2022,07.15.40,1.61,99.13,10,3.1,Northern Sumatra - Indonesia
12/25/2022,07.12.43,1.69,99.16,10,3.7,Northern Sumatra - Indonesia
12/25/2022,00.32.05,-9.28,118.51,80,4,Sumbawa Region - Indonesia
12/26/2022,23.48.12,-6.29,103.56,26,4.5,Southwest of Sumatra - Indonesia
12/26/2022,23.45.53,-0.25,100.19,10,2.7,Southern Sumatra - Indonesia
12/26/2022,23.24.46,-5.38,104.19,74,2.9,Southern Sumatra - Indonesia
12/26/2022,21.06.41,1.13,127.37,130,3.8,Halmahera - Indonesia
12/26/2022,20.41.10,-8.14,115.49,10,2.4,Bali Region - Indonesia
12/26/2022,20.02.27,-1.91,128.29,33,4.8,Halmahera - Indonesia
12/26/2022,14.05.26,-1.34,120.54,10,3.5,Sulawesi - Indonesia
12/26/2022,13.28.42,-1.49,139.29,55,3.4,Near North Coast of Irian Jaya
12/26/2022,12.42.58,-8.34,121.5,164,4.5,Flores Region - Indonesia
12/26/2022,09.06.28,1.26,98.92,80,4,Northern Sumatra - Indonesia
12/26/2022,08.01.22,-3.58,127.35,10,3.9,Seram - Indonesia
12/26/2022,06.54.22,-2.79,126.74,10,3.8,Ceram Sea
12/26/2022,06.36.10,-9.91,117.86,53,3.2,Sumbawa Region - Indonesia
12/26/2022,06.24.48,0.74,122.42,37,3.7,Minahassa Peninsula - Sulawesi
12/26/2022,06.06.57,-8.78,110.84,12,3.1,Java - Indonesia
12/27/2022,22.49.19,-4.56,125.32,475,4.6,Banda Sea
12/27/2022,21.45.51,-4.32,129.79,142,4.7,Banda Sea
12/27/2022,21.41.45,-8.73,117.25,103,2.7,Sumbawa Region - Indonesia
12/27/2022,21.10.02,-2.41,139.32,19,4.4,Near North Coast of Irian Jaya
12/27/2022,20.45.38,-2.59,120.95,10,2.1,Sulawesi - Indonesia
12/27/2022,20.34.03,-8.18,120.22,176,4.5,Flores Region - Indonesia
12/27/2022,19.58.00,0.52,99.69,132,4.3,Northern Sumatra - Indonesia
12/27/2022,19.48.07,-7.54,106.61,77,3.9,Java - Indonesia
12/27/2022,19.20.34,-9.44,114.03,18,3.6,South of Bali - Indonesia
12/27/2022,18.55.27,-6.87,107.02,15,1.7,Java - Indonesia
12/27/2022,18.45.46,-8.18,107.9,29,4.6,Java - Indonesia
12/27/2022,14.32.31,-3.77,100.69,14,3.5,Southern Sumatra - Indonesia
12/27/2022,14.19.17,-8.73,110.38,13,3.1,Java - Indonesia
12/27/2022,14.00.15,-0.23,122.65,66,3.4,Minahassa Peninsula - Sulawesi
12/27/2022,13.17.01,1.56,99.23,10,2,Northern Sumatra - Indonesia
12/27/2022,12.46.04,2.44,97.6,34,3.2,Northern Sumatra - Indonesia
12/27/2022,10.22.29,-0.14,121.85,10,2.6,Minahassa Peninsula - Sulawesi
12/27/2022,10.12.00,-8.88,116.86,12,2.3,Sumbawa Region - Indonesia
12/27/2022,10.11.46,-3.03,129.73,16,2.8,Seram - Indonesia
12/27/2022,08.33.44,-0.3,99.03,38,3,Southern Sumatra - Indonesia
12/27/2022,08.15.05,-2.91,129.71,10,3.5,Seram - Indonesia
12/27/2022,08.11.52,-3.37,101.46,27,3.3,Southern Sumatra - Indonesia
12/27/2022,08.00.47,-5.61,130.86,104,4.9,Banda Sea
12/27/2022,07.24.15,-9.18,109.62,14,4.5,South of Java - Indonesia
12/27/2022,02.45.32,-8.81,122.59,96,4.4,Flores Region - Indonesia
12/27/2022,00.47.57,-9.5,117.93,19,3.3,Sumbawa Region - Indonesia
12/27/2022,00.20.35,5.48,95.54,168,2.9,Northern Sumatra - Indonesia
12/28/2022,23.23.49,0.44,99.16,10,3.1,Northern Sumatra - Indonesia
12/28/2022,23.07.37,-0.63,127.49,10,3.7,Halmahera - Indonesia
12/28/2022,22.49.02,3.58,98.18,147,3.2,Northern Sumatra - Indonesia
12/28/2022,22.28.55,0.27,122.07,165,2.6,Minahassa Peninsula - Sulawesi
12/28/2022,21.24.04,-0.28,123.83,68,3.3,Minahassa Peninsula - Sulawesi
12/28/2022,21.15.04,1.33,99.4,10,2.4,Northern Sumatra - Indonesia
12/28/2022,20.51.57,-7.16,107.42,35,2,Java - Indonesia
12/28/2022,20.36.35,-6.84,107.07,13,1.8,Java - Indonesia
12/28/2022,20.34.48,1.22,126.14,26,3.1,Northern Molucca Sea
12/28/2022,20.19.39,3.24,97.25,10,3,Northern Sumatra - Indonesia
12/28/2022,20.19.13,-9.79,118.17,10,3.8,Sumbawa Region - Indonesia
12/28/2022,17.58.24,-0.33,122.62,10,3.2,Minahassa Peninsula - Sulawesi
12/28/2022,17.39.41,-3.37,139.47,25,3.8,Irian Jaya - Indonesia
12/28/2022,16.51.55,-0.03,126.84,18,2.7,Southern Molucca Sea
12/28/2022,15.37.34,-8.36,125.5,17,3.6,Timor Region
12/28/2022,14.39.56,-2.12,121.38,10,3.1,Sulawesi - Indonesia
12/28/2022,12.34.20,1.54,126.65,49,3.2,Northern Molucca Sea
12/28/2022,12.22.24,-2.68,141.07,10,4,Near N. Coast of New Guinea - PNG.
12/28/2022,12.06.10,-10.09,123.71,10,3.7,Timor Region
12/28/2022,11.41.30,-0.19,122.95,81,3.5,Minahassa Peninsula - Sulawesi
12/28/2022,05.26.32,-8.47,108.74,51,3.5,Java - Indonesia
12/28/2022,03.50.01,-3.19,130.9,48,5,Seram - Indonesia
12/28/2022,03.33.58,1.54,99.23,10,2.9,Northern Sumatra - Indonesia
12/28/2022,00.28.34,-6.69,107.34,13,2.3,Java - Indonesia
12/29/2022,23.26.49,-0.22,97.23,22,5.2,Southwest of Sumatra - Indonesia
12/29/2022,23.07.21,-8.85,118.3,83,3.4,Sumbawa Region - Indonesia
12/29/2022,22.16.56,-6.75,110.27,11,2.2,Java - Indonesia
12/29/2022,21.49.34,0.51,121.72,18,2.6,Minahassa Peninsula - Sulawesi
12/29/2022,21.38.58,-7.93,110.41,17,1.7,Java - Indonesia
12/29/2022,21.37.04,-2.29,139.76,30,3,Near North Coast of Irian Jaya
